SampleID,ichorCNA
8-ZMG093,0.02178
7-ZMC057,0.02177
6-ZMC071A,0.01136
6-MDGAAA16,0.01741
3-MQAAAA19,0.3859
8-ZMC046B,0.01438
1-HAAA31,0.09142
15-MDGAAB43,0.0
4-ZMC006A,0.006669
12-ZNAB09A,0.0
1-YCAB14,0.01085
3-ZMC005B,0.01157
2-HMAAAA16,0.1093
6-HAGAAA11,0.1814
2-HAAAAA27,0.006357
2-YCAB06,0.4026
3-HHAA22,0.3499
7-ZIL105A,0.008167
4-ZTKL10B,0.00952
10-ZNAB06A,0.03266
16-ZMB596A,0.006822
2-MUAAAA44,0.01012
6-ZTKL12B,0.006343
8-ZMC005,0.009836
8-ZIL106A,0.1004
16-MDGAAB45,0.008043
1-ZMB602A,0.0
3-ZTKL09B,0.01072
12-ZMH056A,0.3258
4-HMAA08,0.05268
15-ZMB581A,0.007871
11-ZMH047D,0.00805
7-ZMC046A,0.01808
13-ZMH056B,0.01131
4-HAGAAA18,0.6829
14-MUGAAA67,0.008218
14-ZMH056D,0.04149
5-ZMC006B,0.007104
11-ZNAB08A,0.01202
9-MDGAAB39,0.008224
1-QCAD47,0.007813
1-ZMC031,0.02332
10-ZMH047B,0.008121
9-ZMH047A,0.09913
13-UHAA49,0.009723
6-ZMC006C,0.01148
16-ZMG117B,0.006111
5-ZTKL11B,0.01229
2-ZTKL05B,0.006043
5-HMAAAA27,0.2263
13-U3AA05,0.0
11-MQCAAA05,0.007417
4-ZXG04,0.007333
12-MUGAAA57,0.01454
11-MUGAAA01,0.0138
1-ZXG27,0.03638
4-Q3AA14,0.01048
12-Q3AA19,0.03711
3-MQCAAA59,0.01606
14-ZMB576A,0.009934
16-ZMH021C,0.00901
7-HMGAAA01,0.009626
8-MECAAA03,0.0
8-ZMG107A,0.009187
10-U3AA02,0.006573
15-ZMH021B,0.009572
3-ZMG094A,0.01334
6-MDGAAA10,0.009918
10-UHAA47,0.005644
2-Q3AA09,0.04957
10-Q3AA48,0.008412
1-HAAA35,0.0563
13-ZMH010C,0.03138
15-ZMB576B,0.01081
5-MDGAAA17,0.01072
4-QHAA62,0.01587
6-ZMH054B,0.01343
3-Q3AA13,0.08662
2-MDAAAA01,0.02248
7-MQCAAA20,0.005428
7-ZMH054C,0.1567
14-ZMH021A,0.01304
1-MQCAAA02,0.005912
9-Q3AA05,0.3726
8-MECAAA13,0.008522
2-ZMG007A,0.01348
11-ZMH010A,0.03183
6-QHAB49,0.01342
5-ZXG07,0.01305
6-MDAAAA13,0.008446
12-ZMH010B,0.006109
5-QHAA99,0.01439
7-HMAAAA06,0.008079
9-MECAAA19,0.01608
9-ZMH003B,0.007265
10-ZMH003C,0.01233
8-ZMH003A,0.0295
9-HHAA01,0.006109
12-KABF65,0.01007
4-KABB88,0.007559
2-KABF57,0.009412
5-KABA97,0.01027
5-ZTKL15A,0.01748
8-KABF11,0.0
13-MDCAAA11,0.01935
14-KABB30,0.007139
4-KABB98,0.009863
15-KABD50,0.009581
8-ZTKL04B,0.01259
3-KABF62,0.008716
13-KABC54,0.008805
6-ZTKL01B,0.08287
2-ZTKL16A,0.005948
3-ZIL01A,0.05004
4-ZMH062A,0.1892
6-KABE42,0.01404
1-KABF53,0.004817
11-KABF33,0.0117
10-KABF18,0.01075
7-ZTKL03B,0.005463
16-ZMH062B,0.04932
7-KABE82,0.01501
12-QHAA87,0.02512
2-QCAF61,0.01197
11-KABF96,0.01545
9-KABF13,0.0138
16-KABB91,0.01117
5-ZMH054A,0.1831
3-MECAAA20,0.0124
1-ZTKL14A,0.01093
10-KABG07,0.0
1-QCAE05,0.1558
9-KABF90,0.007705
7-HMAAAA23,0.0104
1-MECAAA17,0.0
5-HMAAAA09,0.01359
3-HMAAAA30,0.007589
3-QCAD83,0.1404
8-HHAA10,0.1544
2-MEGAAA07,0.01163
6-HMAAAA19,0.006541
5-MEGAAA06,0.5088
8-HMAAAA28,0.0364
9-HMAAAA05,0.08561
4-QCAC99,0.04644
6-MDGAAA36,0.2275
7-QCAB83,0.3317
4-QCAD68,0.2015
5-ZMG002A,0.006456
8-HMAA03,0.01189
14-MDGAAA27,0.01016
1-ZMG058A,0.0
6-ZMG067A,0.005384
12-UCAA26,0.0889
16-MUGAAA02,0.008435
13-QHAA80,0.006087
11-QCAB64,0.2118
12-MDGAAA24,0.008864
22-KABG35,0.01291
2-YCAA77,0.01294
4-YCAB01,0.007285
13-MECAAA15,0.0262
1-MQCAAA48,0.01023
19-KABH62,0.0104
9-QCAA02,0.01193
12-ZMG102A,0.01047
15-HMAAAA35,0.01854
3-ZMG103A,0.0193
20-KABH63,0.01021
9-ZMG068B,0.005716
6-HMAA06,0.067
16-YCAA54,0.01264
5-QCAA94,0.0
10-ZMG086A,0.0
11-ZMG086B,0.006771
8-ZMG068A,0.005518
3-U3AA04,0.0
7-HMGAAA08,0.01
7-MDAAAA15,0.02836
10-HMAA02,0.01045
4-HAGAAA15,0.3245
9-ZXG01,0.01067
2-ZMG085A,0.01231
15-QHAB92,0.01369
5-MDGAAA07,0.135
13-ZMG102B,0.0121
6-ZMG044A,0.01226
8-HMAA04,0.01306
3-QCAA74,0.01113
11-HMGAAA02,0.0
21-KABG32,0.009194
7-ZMG067B,0.01069
2-Q3AA08,0.06853
4-ZMG001A,0.003965
14-ZMG102C,0.007789
10-HMGAAA06,0.01115
14-MUGAAA46,0.02887
15-ZMG117A,0.0
1-QCAA40,0.006807
7-QCAE60,0.07855
3-MDGAAA18,0.01272
6-MDGAAA31,0.00765
9-LABJ97,0.01158
17-KABG66,0.0
13-MUGAAA68,0.03832
14-ZTKL07B,0.01075
9-ZIL102A,0.02537
6-MYCAAA01,0.007582
1-QCAB27,0.01066
5-QHAA88,0.01322
11-ZIL104A,0.1107
13-ZTKL17A,0.0504
3-YCAB67,0.01141
15-KABF76,0.0
5-QCAC36,0.01029
8-LABV93,0.06046
1-HMAAAA02,0.006499
18-KABH35,0.008841
16-ZTKL19A,0.03557
8-MDAAAA16,0.006354
10-HMAAAA04,0.04383
2-MQGAAA71,0.01116
10-QHAA63,0.00905
4-QNAA01,0.01088
12-MUGAAA12,0.01116
15-ZTKL18A,0.381
11-QCAA59,0.009648
4-QCAE86,0.005335
2-MUGAAA56,0.009024
14-KABF69,0.01055
7-HMGAAA04,0.01329
15-MUAAAA11,0.01221
14-QCAF27,0.004421
12-QHAA17,0.01097
16-MUGAAA65,0.008121
11-UHAA30,0.008677
16-KABG60,0.006654
13-KABF68,0.01427
8-QHAC16,0.3417
7-MQAAAA51,0.01998
12-ZTKL06B,0.01302
9-MUGAAA21,0.005893
10-ZIL103A,0.3646
6-ZNAB04A,0.01519
7-ZNAB06B,0.007726
8-ZNAB07B,0.006457
10-ZNAB02C,0.01294
9-ZNAB08B,0.01187
4-MQCAAA03,0.1769
5-MQAAAA18,0.4535
5-ZMC040A,0.01787
8-ZMC017A,0.01971
14-HAGAAA04,0.08011
11-HMGAAA07,0.115
3-HAGAAA16,0.01156
10-MQGAAA01,0.4104
4-ZMC065A,0.006709
1-HAAA34,0.02035
6-ZMC079A,0.01291
12-HAAAAA01,0.1114
15-HACAAA03,0.02731
7-ZMG013A,0.008424
16-HAAAAA17,0.01093
2-HAAA32,0.009235
9-QCAF79,0.3123
5-ZMC072A,0.007565
2-HMDAAA08,0.01128
6-ZTKL21A,0.008542
11-ZNAB07A,0.09344
7-ZTKL22A,0.01332
16-ZNAB05B,0.01208
15-ZNAB04B,0.01091
13-ZNAB02B,0.0144
5-ZTKL20A,0.0898
8-ZNAB02A,0.01959
10-ZNAB05A,0.006511
9-ZNAB03A,0.2667
14-ZNAB03B,0.006738
12-ZNAB01B,0.007424
4-ZTKL13B,0.01378
3-ZTKL08B,0.01032
1-MDBAAA11,0.01032
3-UCAA34,0.01323
1-MLAA29,0.004627
6-ZTKL01A,0.07083
5-MDAAAA03,0.2376
11-ZTKL10A,0.004402
5-MUGAAA42,0.008625
6-KABD34,0.01119
8-HACAAA01,0.03539
5-KABF22,0.008329
9-QCAA56,0.0157
6-ZTKL11A,0.006727
4-QHAB51,0.04402
2-UCAA82,0.01223
7-UCAA21,0.007313
4-MUGAAA10,0.01243
1-MDGAAA26,0.006793
2-HMAAAA13,0.007884
3-UHAA52,0.01249
8-KABB36,0.006385
11-MUGAAA53,0.01242
1-HMAAAA18,0.00641
10-UCAA78,0.01211
2-ZTKL03A,0.01979
4-UCAA49,0.009721
8-ZTKL13A,0.01284
8-ZTKL07A,0.03795
3-QCAB92,0.008048
9-UCAA53,0.0142
2-UCAA04,0.003863
6-QCAA27,0.01092
9-MUCAAA04,0.01077
3-ZTKL04A,0.01501
3-UCAA23,0.006385
10-UCAB01,0.05737
7-ZTKL05A,0.01102
7-UCAA16,0.01225
2-UCAA22,0.01282
8-UCAA31,0.01194
5-ZTKL09A,0.04377
2-MEBAAA02,0.008505
1-ZTKL02A,0.01153
9-UCAA46,0.009236
10-ZTKL06A,0.01621
7-ZTKL12A,0.009531
6-MLAA85,0.01328
1-QCAA30,0.01087
1-QCAA50,0.0
4-HMAA07,0.01102
4-ZTKL08A,0.03555
7-MUGAAA38,0.5345
5-QHAB28,0.4543
15-MDGAAB09,0.01546
7-QCAA48,0.01063
3-KABF79,0.0
8-MDGAAB36,0.01078
6-MDGAAB03,0.01324
7-MDGAAB70,0.01037
7-MLAA82,0.01637
3-KABG71,0.008841
1-ZNAB01A,0.0
3-MDAAAA42,0.01717
2-KABG28,0.00583
8-QCAE78,0.0
6-MDGAAA20,0.006492
12-QHAA72,0.0
8-MDGAAB68,0.01514
2-KABG67,0.01116
10-KABF92,0.006725
15-KABB22,0.0
7-MDGAAB74,0.007108
6-QHAA48,0.01398
16-KABB31,0.007795
13-KABD43,0.0
11-MLAA20,0.01002
9-QCAA64,0.01578
1-KABG53,0.0
5-MDGAAA32,0.01101
14-KABD33,0.009056
5-QCAB77,0.01968
14-MDGAAA55,0.01056
11-KABD31,0.009281
2-KABG46,0.01154
12-KABF19,0.006742
4-KABG84,0.005691
16-MDGAAB13,0.01116
15-MDGAAB37,0.01711
5-QCAD51,0.01226
14-UCAA44,0.009683
4-KABG29,0.01067
1-KABG44,0.01062
10-QHAB01,0.01
1-KABG81,0.01169
17-MDGAAA90,0.01337
11-MDGAAA73,0.01069
8-QCAA33,0.01102
2-UHAA07,0.007681
16-MDGAAA41,0.01593
6-Q3AA11,0.01253
5-KABG68,0.00898
13-UCAA07,0.01082
3-KABG73,0.01005
9-MDGAAB48,0.01313
4-KABG59,0.0
4-MDGAAA33,0.009493
9-MDGAAA68,0.01763
10-MDGAAB14,0.007598
84-MEKAAA10,0.007948
88-LAAX49A,0.05017
86-LAAX45A,0.05055
85-LAAX44A,0.01036
87-LAAX47A,0.03057
95-MECAAA38,0.05547
96-GWCT,0.153
97-MECAAA37,0.04447
94-MQAAAB70,0.01367
10-ZMC005D,0.0153
29-MUGAAB07,0.01156
17-ZMB048D,0.008739
32-K0AI02,0.006772
25-ZMC045B,0.006259
30-MUGAAB02,0.0
21-ZMB070C,0.007291
19-ZMB053C,0.01452
27-ZMC101D,0.01088
31-MUGAAA66,0.009963
8-ZMB047D,0.01329
9-ZMC002D,0.009493
24-ZMB207B,0.007166
14-MUGAAA28,0.007533
5-ZMB022D,0.0
11-ZMC009D,0.004916
20-ZMB054C,0.01018
1-ZMB007D,0.00732
18-ZMB051C,0.005396
28-MUGAAA08,0.01321
26-ZMC070B,0.01043
15-QHAB36,0.01021
22-ZMB086C,0.01229
16-K0AH91,0.008478
23-ZMB099B,0.005991
7-ZMB042D,0.0141
4-ZMB014D,0.01132
2-ZMB012D,0.007047
3-ZMB013D,0.007218
12-QHAB58,0.01134
13-MUGAAA69,0.009096
6-ZMB040D,0.0
3-ZTKL10C,0.01378
9-MLGAAJ51,0.01369
5-ZTKL12C,0.01256
2-ZTKL09C,0.01469
1-ZTKL06C,0.01467
4-ZTKL11C,0.004762
6-ZTKL19B,0.008703
10-MEDAAA08,0.01025
8-ZIL103B,0.0
7-ZTKL23A,0.3615
75-LAAX35,0.01725
77-LAAX37,0.05388
73-MEKAAA08,0.02943
76-LAAX36,0.005204
74-MEKAAA09,0.01541
18-ZMB068D,0.009862
6-ZMB044C,0.01224
17-ZMB058D,0.006743
12-MUGAAA15,0.01133
19-ZMB072D,0.0
7-ZMH032B,0.01096
5-ZMB034D,0.007122
16-K0AI03,0.01215
2-ZMB017D,0.01218
30-MUGAAA91,0.01204
5-ZMG138D,0.009323
13-MUGAAA77,0.006078
1-ZMG131C,0.01027
14-MUGAAA75,0.0
15-MUGAAA76,0.01499
25-ZMC038D,0.008931
32-K0AI11,0.0131
3-ZMG138B,0.008551
8-ZMB055D,0.01209
23-ZMB102D,0.01015
20-ZMB076D,0.00681
29-MUGAAB19,0.01158
24-ZMB104D,0.007215
27-ZMC119B,0.0
4-ZMG138C,0.006696
10-ZMC021C,0.01248
9-ZMC016C,0.008798
7-ZMB052D,0.01414
28-MUGAAA90,0.01136
22-ZMB201C,0.01022
2-ZMG131D,0.01092
11-ZMC035C,0.008833
4-ZMB033D,0.01357
31-MUAAAA78,0.01074
8-K0AJ49,0.006549
1-ZMB001D,0.01426
6-ZMH023B,0.06256
26-ZMC107D,0.0
21-ZMB080D,0.0
3-ZMB018D,0.0
3-HAAA46,0.0
5-HAGAAA03,0.08466
1-HAAA49,0.06101
2-HAGAAA06,0.01219
4-HMGAAA03,0.3858
1-ZNAB03C,0.01021
8-ZNAB11B,0.009094
7-ZNAB11A,0.01118
4-ZNAB09B,0.009418
2-ZNAB06C,0.01131
3-ZNAB07C,0.0
5-ZNAB10A,0.01402
6-ZNAB10B,0.009637
6-MDGAAE91,0.009769
10-MDGAAF05,0.007145
9-MDGAAF04,0.01423
11-MUCAAA56,0.01261
3-MDGAAE47,0.008763
12-MUGAAC21,0.00713
7-MDGAAE97,0.009965
5-MDGAAE87,0.009508
2-MDCAAB01,0.02051
1-GW42CT12,0.01858
1-ZMG096C,0.0
2-ZMG096C2,0.009894
3-ZMG138C,0.008896
13-MDCAAB07,0.00973
2-GW49CT12,0.008737
4-MDGAAE85,0.01008
1-MDAAAC57,0.3244
8-MDGAAE99,0.009723
2-GW49CT18,0.01622
1-GW42CT18,0.01264
16-ZMB016D,0.0397
12-ZMB010B,0.0159
7-ZMRD1,0.5089
2-ZMB028C,0.00689
15-ZMB016C,0.007993
10-ZMRD4,0.09885
11-ZMB010A,0.02245
5-ZIL101B,0.009095
4-ZMC060B,0.01017
9-ZMRD3,0.1828
3-ZMB028D,0.01131
1-ZMB028B,0.01326
6-ZNAB10C,0.0
13-ZMB016A,0.005757
14-ZMB016B,0.009407
8-ZMRD2,0.3175
2-GW15CT09,0.03265
1-GW01CT09,0.03979
3-GW68CT09,0.05346
2-ZNAB04C,0.006832
3-ZNAB09C,0.005277
4-ZNAB12A,0.02825
9-ZNAB16A,0.1054
15-ZMHN01A,0.06139
12-ZNAB19A,0.005276
14-ZIL104B,0.01017
10-ZNAB17A,0.01118
7-ZNAB14A,0.03715
6-ZNAB13A,0.01054
1-QCAD61,0.2813
11-ZNAB18A,0.01824
5-ZNAB12B,0.007617
13-ZIL102B,0.01171
8-ZNAB15A,0.01209
7-MUGAAB49,0.008392
13-UCAA92,0.01178
18-UHAA40,0.01001
9-MUAAAA97,0.008814
4-UHAA34,0.07552
16-QHAA29,0.0116
5-MUGAAA27,0.007584
20-MUGAAB44,0.008944
19-MUGAAA59,0.008571
11-UCAA39,0.007243
8-MQAAAA12,0.006287
17-UHAA14,0.01061
2-UHAA04,0.01209
12-UCAA59,0.01414
3-UHAA15,0.01107
15-MUGAAB08,0.005462
10-QCAB48,0.01153
1-QHAA07,0.01195
14-MUGAAA39,0.01123
6-MUGAAA84,0.0122
27-K0CAAG05R1W,0.03637
73-MEGAAA21,0.01799
74-GWCT,0.1568
1-GW64CT03,0.007744
2-GW44CT03,0.01387
1-GWCT9,0.1543
15-MEGAAA20,0.0
16-MEAAAA35,0.2078
18-MEGAAA18,0.005332
17-MUAAAB89,0.01723
32-MECAAA45,0.006111
31-MDCAAA93,0.06587
1-GWCT01,0.1711
30-GWCT,0.154
2-ZMB077D,0.005227
12-MUAAAA76,0.01443
17-ZMG111B,0.006731
7-ZMB117D,0.005328
25-ZMH012B,0.008391
22-ZMG126D,0.004142
30-ZMH035B,0.005907
13-MUAAAB07,0.01268
4-ZMB215D,0.007733
32-K0AI58,0.01346
20-ZMG125D,0.01028
26-ZMH012C,0.0
9-ZMC050C,0.01023
24-ZMG128D,0.01284
16-K0AH24,0.0
5-ZMB110D,0.01269
15-MUGAAB15,0.008155
31-ZMH035D,0.07739
3-ZMB203D,0.009643
23-ZMG128C,0.01449
29-ZMH032C,0.008466
6-ZMB116D,0.006211
11-ZMC075C,0.01054
14-MUAAAA49,0.009919
1-ZMB038C,0.005943
10-ZMC057C,0.01397
27-ZMH026B,0.0135
8-ZMB118D,0.0
18-ZMG111C,0.008021
19-ZMG125C,0.0
21-ZMG126C,0.005901
28-ZMH026C,0.0156
3-MEBAAA14,0.00936
1-MECAAA39,0.006231
2-MEBAAA13,0.007981
7-UCAA28,0.01191
21-ZMH059C,0.00498
11-ZMH041B,0.01112
22-ZMH061C,0.005918
9-MLAA65,0.009814
14-ZMH051B,0.06533
16-ZMH058C,0.01118
8-UCAA35,0.008509
20-ZMH057C,0.01101
4-ZMG142B,0.01101
10-MLAA94,0.0
23-K0AI93,0.01056
19-ZMH052C,0.005736
1-ZMG055C,0.01093
6-UCAA18,0.008213
5-QHAA20,0.0128
3-ZMG098C,0.3299
15-ZMH058B,0.01283
17-ZMH048C,0.01622
13-ZMH044B,0.01148
2-ZMG062B,0.01104
18-ZMH049C,0.01066
12-ZMH041D,0.02398
29-MECAAA49,0.0131
28-GWCT,0.1548
1-ZMC122C,0.007642
2-UCAA76,0.01442
213-MEBAAA25,0.07195
211-MEGAAA25,0.01326
215-MDCAAB03,0.005521
212-MEGAAA26,0.008779
214-MDGAAE93,0.0
210-GWCT,0.1525
5-MDCAAA74,0.01364
4-MECAAA40,0.0101
3-MEAAAA36,0.01457
1-MUCAAA43,0.01287
2-GWCT,0.1519
6-MUCAAA44,0.0
2-ZTKL14B,0.01377
3-ZTKL15B,0.01185
5-ZTKL04C,0.06
4-ZTKL03C,0.01456
1-GWCT,0.152
13-HAAA43,0.01144
6-ZMB069B,0.006336
10-ZMC044B,0.01393
11-ZMC054B,0.009509
1-ZMB030B,0.01264
8-ZMB084B,0.01898
3-ZMB056B,0.01323
7-ZMB083B,0.0117
16-K0AH90,0.00763
15-UCAA32,0.005378
2-ZMB043B,0.01379
12-QCAA44,0.01622
5-ZMB063B,0.0
4-ZMB060B,0.01169
14-UCAA60,0.01788
9-ZMC043B,0.0
124-MDAAAC38,0.2843
123-MECAAA41,0.1005
122-GWCT,0.1513
34-GWCT,0.1527
35-MDDAAA20,0.01187
33-MDAAAC19,0.01353
1-MUGAAC27,0.01477
3-ZMC301K,0.007124
4-ZIL201B,0.006513
2-MUGAAC30,0.01041
1-GWCT03,0.1765
2-MECAAA52,0.005563
1-GWCT,0.1533
3-MDGAAF16,0.01764
2-GW44CT06,0.01072
2-GW42CT03,0.01863
1-GW49CT03,0.01494
1-GWCT,0.154
2-MDGAAF12,0.04154
1-GW64CT06,0.01224
1-GW01CT06,0.03167
2-GW15CT06,0.02903
10-MECAAA46,0.03947
8-GWCT,0.1572
9-MEGAAA24,0.2196
3-GW68CT06,0.05311
2-MECAAA43,0.007469
1-GWCT,0.1534
1-GWCT12,0.1524
8-ZTKL24A,0.005593
7-ZIL106B,0.009664
1-ZTKL08C,0.008526
9-ZTKL24B,0.0
2-ZTKL17B,0.2152
5-ZTKL21B,0.01153
6-ZIL105B,0.008686
4-ZTKL20B,0.007753
3-ZTKL18B,0.008838
12-MUGAAC15,0.009497
3-MDCAAA81,0.01635
7-MDCAAA83,0.01246
11-MUGAAC16,0.009914
4-MDGAAE74,0.009378
6-MDCAAA89,0.0119
5-MDCAAA85,0.006222
1-MDGAAE51,0.01029
2-MDGAAE62,0.005479
8-MDGAAE83,0.006623
9-MUGAAC07,0.008789
10-MUGAAC14,0.01058
10-ZMC123D,0.0103
6-ZMB059D,0.0
12-QCAB38,0.01899
13-UCAA98,0.0
1-ZMB002C,0.005405
7-ZMB062D,0.009984
15-UCAB23,0.01237
14-UCAA80,0.009741
3-ZMB026B,0.0
4-ZMB036C,0.008963
2-ZMB003D,0.0
8-ZMB082B,0.009729
9-ZMC088C,0.01149
5-ZMB037B,0.006675
16-K0AH92,0.01648
17-MDCAAA37,0.01211
11-ZMC301I,0.01175
8-MDCAAA75,0.5851
10-MEGAAA22,0.009275
7-GWCT,0.1497
9-MEBAAA15,0.009173
37-GWCT,0.1526
38-MECAAA48,0.006407
39-MDGAAE79,0.01286
61-MEGAAA06,0.5071
57-KABG79,0.01175
56-KABG36,0.00808
55-KABG10,0.0111
58-KABH36,0.01121
59-KABE56,0.01165
54-KABF97,0.009657
60-QHAB28,0.4554
1-ZMG131E,0.01176
2-MPAA23,0.008017
3-UHAA53,0.0126
7-K0AJ06,0.01008
6-MUAAAA03,0.007091
5-ZMB170D,0.009798
4-UHAA48,0.007017
3-ZMG045B,0.006348
5-ZMG025B,0.009002
12-ZMH040C,0.0
1-ZMG047B,0.009792
9-ZMH037C,0.01178
4-ZMG045C,0.008199
10-ZMH038C,0.01196
13-ZMH043C,0.007565
14-ZMH045C,0.01262
6-ZMG025C,0.005234
2-ZMG047C,0.006288
16-K0AJ31,0.01108
7-ZMG050B,0.2319
8-ZMG058C,0.01373
11-ZMH039C,0.01191
15-ZMH046C,0.006701
19-ZMC116D,0.0
25-UCAA77,0.0
18-QCAC53,0.01315
4-ZMB092D,0.007351
23-MUGAAB39,0.0156
15-ZMB155D,0.0
16-ZMB161D,0.006474
20-ZMC117D,0.006819
10-MUGAAB50,0.009089
13-MUGAAB13,0.01377
8-ZMC113D,0.009642
27-K0AH74,0.01511
6-ZMB154D,0.007719
24-MUAAAA58,0.006047
2-ZMB045D,0.00665
14-K0AH71,0.005848
11-MUGAAA17,0.01954
12-MUAAAA88,0.01261
9-ZMC114D,0.01195
3-ZMB089D,0.007304
26-MUGAAA22,0.0
21-ZMC125D,0.01244
5-ZMB214D,0.007797
1-ZMB035D,0.008563
22-MUGAAB21,0.007653
17-ZMB163D,0.01367
7-UCAA79,0.01086
25-GWCT,0.1501
26-MECAAA51,0.01218
3-ZMC088B,0.008287
4-QHAA44,0.0
7-MUGAAA72,0.0
11-YHAA03,0.01522
9-MPAA15,0.01511
2-ZMB208C,0.0
1-ZMB208B,0.009008
5-UHAA21,0.007252
6-MUGAAA20,0.01207
8-MUGAAB67,0.008349
10-YHAA02,0.005681
1-ZTKL05C,0.01296
4-MUGAAC18,0.005268
8-ZNAB16B,0.01004
1-MDBAAA28,0.01105
2-MDGAAF06,0.01056
5-MUGAAC19,0.01
6-MDBAAA31,0.01516
7-ZNAB15B,0.01322
3-MDGAAF07,0.01066
4-ZMB115D,0.00715
13-ZMC120A,0.01033
3-ZMB115C,0.01345
14-ZMC120D,0.009222
7-ZMB130D,0.01189
9-ZMC077C,0.03672
8-ZMC077B,0.01082
12-ZMC111D,0.008536
5-ZMB130B,0.0107
6-ZMB130C,0.009406
15-ZMC122A,0.01831
16-GWCT2,0.1508
2-ZMB041C,0.01855
1-ZMB041B,0.01279
11-ZMC111C,0.007952
10-ZMC111A,0.005566
4-ZTKL07C,0.009878
2-MDBAAA20,0.2671
6-ZMB006B,0.01298
10-ZMB061A,0.1375
11-ZMB061B,0.01712
3-MYBAAA01,0.01229
8-ZMB019B,0.01368
9-ZMB019C,0.0
7-ZMB019A,0.01016
1-MDBAAA16,0.2078
5-ZMB006A,0.01822
3-GW68CT03,0.06696
2-MEBAAA23,0.06029
2-GW15CT03,0.01927
7-ZMG167C,0.006065
1-GWCT,0.1524
4-ZMG164B,0.009713
4-MEAAAA37,0.0
1-GW01CT03,0.05614
5-ZMG164C,0.007042
3-GWCT,0.154
5-MECAAA47,0.79
6-MEGAAA23,0.555
6-ZMG167A,0.008475
28-MEBAAA18,0.01168
31-MECAAA42,0.01041
32-MDGAAE11,0.01502
35-MQGAAD08,0.01238
27-GWCT,0.1545
34-MDGAAE36,0.01319
30-MEBAAA20,0.007696
29-MEBAAA19,0.01062
33-MDGAAE17,0.01155
32-K0AJ40,0.007513
14-ZMG064D,0.01027
9-ZMG070C,0.01364
5-ZMG096D,0.00736
19-ZMH006C,0.008893
25-ZMH019C,0.009194
20-ZMH008C,0.2805
29-ZMH030C,0.006024
11-ZMG066C,0.01083
23-ZMH015C,0.005855
26-ZMH021C,0.01036
